-15.625,132.8125,-226.5625,-242.1875
-328.125,164.0625,-7.8125,-85.9375
-289.0625,183.5938,-74.2188,-160.1562
-93.75,78.125,-234.375,-109.375
-453.125,101.5625,-195.3125,-148.4375
-343.75,203.125,-109.375,-234.375
-78.125,39.0625,-132.8125,-210.9375
-54.6875,175.7812,-35.1562,-214.8438
-62.5,156.25,-93.75,-31.25
-265.625,7.8125,-101.5625,-117.1875
-429.6875,238.2812,-97.6562,-152.3438
-39.0625,58.5938,-199.2188,-35.1562
-46.875,117.1875,-117.1875,-164.0625
-31.25,234.375,-140.625,-78.125
-273.4375,191.4062,-50.7812,-11.7188
-171.875,179.6875,-179.6875,-101.5625
-148.4375,128.9062,-113.2812,-74.2188
-437.5,218.75,-31.25,-93.75
-367.1875,144.5312,-191.4062,-121.0938
-312.5,31.25,-218.75,-156.25
-406.25,171.875,-203.125,-15.625
-187.5,93.75,-156.25,-218.75
-359.375,85.9375,-148.4375,-7.8125
-296.875,242.1875,-242.1875,-39.0625
-335.9375,97.6562,-82.0312,-42.9688
-460.9375,160.1562,-144.5312,-230.4688
-250.0,125.0,-125.0,-125.0
-468.75,15.625,-171.875,-46.875
-390.625,195.3125,-164.0625,-179.6875
-242.1875,207.0312,-128.9062,-58.5938
